day_num;timestamp;avg_watt;min_watt;max_watt;
18289;18.06.25, 05:04:49;725,269;724,020;727,623;
18290;18.06.25, 05:04:50;723,989;723,081;725,610;
18291;18.06.25, 05:04:51;722,144;720,542;723,670;
18292;18.06.25, 05:04:52;721,545;718,066;723,332;
18293;18.06.25, 05:04:53;722,040;720,988;722,995;
18294;18.06.25, 05:04:54;722,335;719,207;724,122;
18295;18.06.25, 05:04:55;722,764;719,806;724,609;
18296;18.06.25, 05:04:56;721,175;719,510;722,775;
18297;18.06.25, 05:04:57;722,374;720,950;723,950;
18298;18.06.25, 05:04:58;722,824;720,719;724,239;
18299;18.06.25, 05:04:59;721,461;719,594;723,212;
18300;18.06.25, 05:05:00;723,518;720,903;729,782;
18301;18.06.25, 05:05:01;722,627;720,436;724,659;
18302;18.06.25, 05:05:02;723,223;722,157;724,861;
18303;18.06.25, 05:05:03;722,756;721,747;723,836;
18304;18.06.25, 05:05:04;721,633;719,304;723,147;
18305;18.06.25, 05:05:05;721,943;721,463;722,353;
18306;18.06.25, 05:05:06;721,935;720,604;723,315;
18307;18.06.25, 05:05:07;721,920;720,276;723,692;
18308;18.06.25, 05:05:08;722,089;721,032;723,259;
18309;18.06.25, 05:05:09;722,547;720,975;723,580;
18310;18.06.25, 05:05:10;722,223;720,942;723,523;
18311;18.06.25, 05:05:11;722,148;721,681;723,389;
18312;18.06.25, 05:05:12;721,747;720,289;723,266;
18313;18.06.25, 05:05:13;722,569;719,943;723,854;
18314;18.06.25, 05:05:14;721,714;719,342;722,803;
18315;18.06.25, 05:05:15;721,964;720,852;723,052;
18316;18.06.25, 05:05:16;722,633;720,558;725,677;
18317;18.06.25, 05:05:17;722,437;721,576;723,398;
18318;18.06.25, 05:05:18;722,501;721,191;723,624;
18319;18.06.25, 05:05:19;722,026;720,161;722,987;
18320;18.06.25, 05:05:20;723,017;721,636;724,354;
18321;18.06.25, 05:05:21;722,413;720,212;724,670;
18322;18.06.25, 05:05:22;623,867;474,178;724,689;
18323;18.06.25, 05:05:23;475,119;469,713;480,150;
18324;18.06.25, 05:05:24;471,761;463,704;480,721;
18325;18.06.25, 05:05:25;473,873;471,434;477,000;
18326;18.06.25, 05:05:26;457,319;441,473;470,194;
18327;18.06.25, 05:05:27;461,423;449,259;474,264;
18328;18.06.25, 05:05:28;466,302;463,758;471,751;
18329;18.06.25, 05:05:29;466,122;455,708;474,867;
18330;18.06.25, 05:05:30;461,031;446,434;472,968;
18331;18.06.25, 05:05:31;461,115;451,293;469,555;
18332;18.06.25, 05:05:32;453,910;444,900;463,283;
18333;18.06.25, 05:05:33;449,768;442,518;455,281;
18334;18.06.25, 05:05:34;447,168;444,335;451,666;
18335;18.06.25, 05:05:35;449,504;445,954;454,719;
18336;18.06.25, 05:05:36;446,555;442,162;449,955;
18337;18.06.25, 05:05:37;447,415;442,666;452,444;
18338;18.06.25, 05:05:38;450,218;441,882;459,925;
18339;18.06.25, 05:05:39;346,151;318,483;385,743;
18340;18.06.25, 05:05:40;298,867;286,445;309,873;
18341;18.06.25, 05:05:41;283,986;278,284;291,328;
18342;18.06.25, 05:05:42;291,045;277,222;297,088;
18343;18.06.25, 05:05:43;288,631;280,486;292,503;
18344;18.06.25, 05:05:44;290,956;282,726;297,757;
18345;18.06.25, 05:05:45;287,415;276,507;299,729;
18346;18.06.25, 05:05:46;289,124;282,985;296,675;
18347;18.06.25, 05:05:47;285,358;274,295;297,527;
18348;18.06.25, 05:05:48;289,710;275,642;296,429;
18349;18.06.25, 05:05:49;288,843;282,620;296,662;
18350;18.06.25, 05:05:50;286,594;279,027;299,870;
18351;18.06.25, 05:05:51;284,359;272,355;295,008;
18352;18.06.25, 05:05:52;295,405;290,927;299,286;
18353;18.06.25, 05:05:53;287,278;280,610;290,794;
18354;18.06.25, 05:05:54;287,916;271,395;292,968;
18355;18.06.25, 05:05:55;291,723;287,517;297,783;
18356;18.06.25, 05:05:56;711,431;694,535;771,965;
18357;18.06.25, 05:05:57;699,560;698,693;700,229;
18358;18.06.25, 05:05:58;701,472;700,955;702,003;
18359;18.06.25, 05:05:59;701,273;700,537;703,489;
18360;18.06.25, 05:06:00;701,799;700,850;703,082;
18361;18.06.25, 05:06:01;706,255;703,249;709,445;
18362;18.06.25, 05:06:02;708,021;705,817;709,317;
18363;18.06.25, 05:06:03;708,991;707,131;710,073;
18364;18.06.25, 05:06:04;708,879;707,774;709,455;
18365;18.06.25, 05:06:05;709,192;708,678;709,796;
18366;18.06.25, 05:06:06;712,495;707,914;716,400;
18367;18.06.25, 05:06:07;717,670;715,672;719,389;
18368;18.06.25, 05:06:08;718,790;717,797;719,839;
18369;18.06.25, 05:06:09;718,901;718,125;719,473;
18370;18.06.25, 05:06:10;719,382;718,697;720,374;
18371;18.06.25, 05:06:11;720,589;718,325;722,004;
18372;18.06.25, 05:06:12;721,434;720,352;722,385;
18373;18.06.25, 05:06:13;722,891;722,199;723,815;
18374;18.06.25, 05:06:14;721,867;720,970;723,513;
18375;18.06.25, 05:06:15;722,959;722,108;723,737;
18376;18.06.25, 05:06:16;722,518;722,284;723,197;
18377;18.06.25, 05:06:17;722,426;721,696;723,132;
18378;18.06.25, 05:06:18;721,879;720,695;723,279;
18379;18.06.25, 05:06:19;721,964;720,010;723,436;
18380;18.06.25, 05:06:20;722,214;720,993;723,125;
18381;18.06.25, 05:06:21;722,740;721,832;724,478;
18382;18.06.25, 05:06:22;722,524;720,952;724,394;
18383;18.06.25, 05:06:23;722,674;722,192;723,197;
18384;18.06.25, 05:06:24;721,964;721,616;722,161;
18385;18.06.25, 05:06:25;722,537;721,734;723,696;
18386;18.06.25, 05:06:26;722,691;721,849;723,312;
18387;18.06.25, 05:06:27;722,050;721,295;722,905;
18388;18.06.25, 05:06:28;722,232;721,761;722,965;
18389;18.06.25, 05:06:29;722,598;722,334;722,840;
18390;18.06.25, 05:06:30;722,170;721,371;723,224;
18391;18.06.25, 05:06:31;722,914;722,364;723,661;
18392;18.06.25, 05:06:32;722,249;721,281;722,828;
18393;18.06.25, 05:06:33;722,183;720,452;722,990;
18394;18.06.25, 05:06:34;722,847;721,024;724,554;
18395;18.06.25, 05:06:35;722,304;720,942;724,876;
18396;18.06.25, 05:06:36;723,142;720,980;724,335;
18397;18.06.25, 05:06:37;723,426;722,968;723,815;
18398;18.06.25, 05:06:38;722,617;721,666;724,499;
18399;18.06.25, 05:06:39;722,999;722,069;724,380;
18400;18.06.25, 05:06:40;723,041;722,324;723,674;
18401;18.06.25, 05:06:41;722,836;722,057;724,091;
18402;18.06.25, 05:06:42;723,450;722,489;724,454;
18403;18.06.25, 05:06:43;722,898;721,682;723,728;
18404;18.06.25, 05:06:44;722,755;721,933;723,529;
18405;18.06.25, 05:06:45;723,818;723,142;724,197;
18406;18.06.25, 05:06:46;722,907;721,760;723,860;
18407;18.06.25, 05:06:47;723,154;722,592;723,832;
18408;18.06.25, 05:06:48;722,671;722,410;723,041;
18409;18.06.25, 05:06:49;723,036;722,783;723,284;
18410;18.06.25, 05:06:50;723,465;722,717;724,823;
18411;18.06.25, 05:06:51;722,430;721,828;722,928;
18412;18.06.25, 05:06:52;722,706;721,210;723,724;
18413;18.06.25, 05:06:53;722,884;722,101;724,061;
18414;18.06.25, 05:06:54;723,148;721,672;723,921;
18415;18.06.25, 05:06:55;723,072;721,893;724,789;
18416;18.06.25, 05:06:56;723,678;722,843;724,371;
18417;18.06.25, 05:06:57;723,213;722,966;723,843;
18418;18.06.25, 05:06:58;723,998;723,088;725,484;
18419;18.06.25, 05:06:59;723,703;722,931;724,651;
18420;18.06.25, 05:07:00;723,508;722,435;724,042;
18421;18.06.25, 05:07:01;724,773;723,752;727,937;
18422;18.06.25, 05:07:02;724,137;723,462;725,531;
18423;18.06.25, 05:07:03;723,704;723,016;724,460;
18424;18.06.25, 05:07:04;723,359;721,921;724,454;
18425;18.06.25, 05:07:05;723,412;721,628;724,237;
18426;18.06.25, 05:07:06;724,270;723,006;725,393;
18427;18.06.25, 05:07:07;724,267;723,675;725,234;
18428;18.06.25, 05:07:08;723,522;721,694;725,682;
18429;18.06.25, 05:07:09;724,178;722,399;725,084;
18430;18.06.25, 05:07:10;740,039;716,049;817,439;
18431;18.06.25, 05:07:11;722,189;720,488;723,272;
18432;18.06.25, 05:07:12;721,580;720,000;723,932;
18433;18.06.25, 05:07:13;721,512;720,536;722,461;
18434;18.06.25, 05:07:14;721,746;720,478;723,382;
18435;18.06.25, 05:07:15;721,628;720,894;723,389;
18436;18.06.25, 05:07:16;721,548;720,168;722,883;
18437;18.06.25, 05:07:17;722,750;721,311;724,077;
18438;18.06.25, 05:07:18;721,681;720,484;723,402;
18439;18.06.25, 05:07:19;721,827;720,667;723,521;
18440;18.06.25, 05:07:20;721,799;719,456;723,362;
18441;18.06.25, 05:07:21;722,509;721,006;723,503;
18442;18.06.25, 05:07:22;722,355;721,377;723,381;
18443;18.06.25, 05:07:23;721,158;716,764;722,806;
18444;18.06.25, 05:07:24;721,976;719,829;723,768;
18445;18.06.25, 05:07:25;722,032;721,139;722,411;
18446;18.06.25, 05:07:26;721,888;721,401;722,479;
18447;18.06.25, 05:07:27;721,591;720,640;722,603;
18448;18.06.25, 05:07:28;722,023;720,658;722,785;
18449;18.06.25, 05:07:29;723,008;721,856;723,639;
18450;18.06.25, 05:07:30;722,070;721,460;722,527;
18451;18.06.25, 05:07:31;722,406;721,729;722,964;
18452;18.06.25, 05:07:32;722,743;721,593;723,739;
18453;18.06.25, 05:07:33;722,643;721,550;723,910;
18454;18.06.25, 05:07:34;722,147;721,770;722,547;
18455;18.06.25, 05:07:35;722,233;721,214;723,458;
18456;18.06.25, 05:07:36;722,846;721,942;724,372;
18457;18.06.25, 05:07:37;722,553;721,939;724,128;
18458;18.06.25, 05:07:38;722,339;721,478;723,172;
18459;18.06.25, 05:07:39;722,459;721,260;723,758;
18460;18.06.25, 05:07:40;722,323;719,568;724,318;
18461;18.06.25, 05:07:41;723,349;722,012;725,653;
18462;18.06.25, 05:07:42;723,326;721,777;724,521;
18463;18.06.25, 05:07:43;722,315;720,655;724,000;
18464;18.06.25, 05:07:44;722,376;721,517;723,482;
18465;18.06.25, 05:07:45;722,173;719,519;724,050;
18466;18.06.25, 05:07:46;722,467;721,845;723,263;
18467;18.06.25, 05:07:47;722,407;722,137;722,858;
18468;18.06.25, 05:07:48;722,507;720,683;723,590;
18469;18.06.25, 05:07:49;722,391;721,328;723,370;
18470;18.06.25, 05:07:50;722,823;721,815;723,672;
18471;18.06.25, 05:07:51;722,208;720,901;723,390;
18472;18.06.25, 05:07:52;721,927;721,050;722,853;
18473;18.06.25, 05:07:53;722,581;721,738;724,300;
18474;18.06.25, 05:07:54;742,766;721,288;786,210;
18475;18.06.25, 05:07:55;720,885;719,574;722,136;
18476;18.06.25, 05:07:56;720,474;718,524;722,403;
18477;18.06.25, 05:07:57;722,135;721,259;723,326;
18478;18.06.25, 05:07:58;720,616;719,397;721,459;
18479;18.06.25, 05:07:59;721,108;719,924;721,827;
18480;18.06.25, 05:08:00;721,717;720,099;724,175;
18481;18.06.25, 05:08:01;722,960;720,486;725,965;
18482;18.06.25, 05:08:02;722,434;721,919;723,692;
18483;18.06.25, 05:08:03;722,747;721,280;724,024;
18484;18.06.25, 05:08:04;722,733;720,468;724,051;
18485;18.06.25, 05:08:05;721,942;720,686;722,851;
18486;18.06.25, 05:08:06;721,233;720,704;721,964;
18487;18.06.25, 05:08:07;721,281;720,700;722,667;
18488;18.06.25, 05:08:08;721,713;720,678;724,606;
18489;18.06.25, 05:08:09;721,812;720,814;722,975;
18490;18.06.25, 05:08:10;721,983;719,672;724,392;
18491;18.06.25, 05:08:11;721,739;720,352;723,026;
18492;18.06.25, 05:08:12;721,969;720,802;723,335;
18493;18.06.25, 05:08:13;721,930;720,448;723,934;
18494;18.06.25, 05:08:14;721,974;721,181;722,486;
18495;18.06.25, 05:08:15;721,724;720,800;722,435;
18496;18.06.25, 05:08:16;721,153;720,143;722,299;
18497;18.06.25, 05:08:17;721,977;720,095;723,722;
18498;18.06.25, 05:08:18;723,236;722,047;724,104;
18499;18.06.25, 05:08:19;722,279;721,362;723,438;
18500;18.06.25, 05:08:20;722,198;720,534;723,867;
18501;18.06.25, 05:08:21;722,956;721,990;724,035;
18502;18.06.25, 05:08:22;722,517;721,126;723,989;
18503;18.06.25, 05:08:23;721,651;721,047;722,613;
18504;18.06.25, 05:08:24;722,800;721,719;724,431;
18505;18.06.25, 05:08:25;721,881;720,821;723,172;
18506;18.06.25, 05:08:26;722,250;721,810;722,809;
18507;18.06.25, 05:08:27;722,111;720,694;723,940;
18508;18.06.25, 05:08:28;722,076;721,561;722,737;
18509;18.06.25, 05:08:29;722,304;721,242;723,303;
18510;18.06.25, 05:08:30;722,979;721,487;726,189;
18511;18.06.25, 05:08:31;722,523;721,709;723,389;
18512;18.06.25, 05:08:32;722,527;721,188;724,269;
18513;18.06.25, 05:08:33;722,366;720,380;723,681;
18514;18.06.25, 05:08:34;722,148;721,071;724,147;
18515;18.06.25, 05:08:35;721,690;720,435;722,944;
18516;18.06.25, 05:08:36;722,025;721,073;723,138;
18517;18.06.25, 05:08:37;723,614;722,452;725,806;
18518;18.06.25, 05:08:38;722,085;721,279;724,091;
18519;18.06.25, 05:08:39;722,517;721,381;724,164;
18520;18.06.25, 05:08:40;722,673;721,403;723,763;
18521;18.06.25, 05:08:41;722,395;720,785;724,609;
18522;18.06.25, 05:08:42;722,966;721,974;723,856;
18523;18.06.25, 05:08:43;722,242;720,630;723,200;
18524;18.06.25, 05:08:44;722,783;721,297;723,745;
18525;18.06.25, 05:08:45;723,468;721,616;725,856;
18526;18.06.25, 05:08:46;723,196;721,594;724,319;
18527;18.06.25, 05:08:47;723,467;721,633;724,796;
18528;18.06.25, 05:08:48;722,433;720,540;723,773;
18529;18.06.25, 05:08:49;723,084;721,453;725,244;
18530;18.06.25, 05:08:50;723,181;721,637;725,275;
18531;18.06.25, 05:08:51;722,407;721,335;724,765;
18532;18.06.25, 05:08:52;722,688;722,093;723,387;
18533;18.06.25, 05:08:53;723,070;721,070;725,061;
18534;18.06.25, 05:08:54;722,659;721,677;723,609;
18535;18.06.25, 05:08:55;723,122;722,476;724,130;
18536;18.06.25, 05:08:56;722,927;722,551;723,679;
18537;18.06.25, 05:08:57;722,282;721,091;723,343;
18538;18.06.25, 05:08:58;722,081;721,717;722,780;
18539;18.06.25, 05:08:59;722,174;721,290;722,963;
18540;18.06.25, 05:09:00;723,347;720,322;730,383;
18541;18.06.25, 05:09:01;722,967;721,356;726,060;
18542;18.06.25, 05:09:02;723,150;722,727;723,413;
18543;18.06.25, 05:09:03;723,329;721,674;724,823;
18544;18.06.25, 05:09:04;722,707;721,862;723,590;
18545;18.06.25, 05:09:05;722,596;721,744;724,265;
18546;18.06.25, 05:09:06;722,665;720,924;723,919;
18547;18.06.25, 05:09:07;722,843;722,057;723,503;
18548;18.06.25, 05:09:08;721,828;720,676;722,606;
18549;18.06.25, 05:09:09;721,767;720,118;723,217;
18550;18.06.25, 05:09:10;723,212;722,464;723,555;
18551;18.06.25, 05:09:11;722,660;721,917;723,564;
18552;18.06.25, 05:09:12;722,539;721,892;723,209;
18553;18.06.25, 05:09:13;722,479;721,804;723,165;
18554;18.06.25, 05:09:14;722,328;721,395;722,796;
18555;18.06.25, 05:09:15;722,477;720,733;723,785;
18556;18.06.25, 05:09:16;721,923;720,861;722,884;
18557;18.06.25, 05:09:17;723,318;721,556;724,884;
18558;18.06.25, 05:09:18;722,626;721,193;723,474;
18559;18.06.25, 05:09:19;723,235;722,365;724,262;
18560;18.06.25, 05:09:20;722,465;720,793;724,321;
18561;18.06.25, 05:09:21;722,951;721,566;724,630;
18562;18.06.25, 05:09:22;722,719;721,703;724,196;
18563;18.06.25, 05:09:23;722,584;720,513;723,617;
18564;18.06.25, 05:09:24;722,244;721,440;723,085;
18565;18.06.25, 05:09:25;723,219;722,071;724,916;
18566;18.06.25, 05:09:26;723,527;722,665;724,794;
18567;18.06.25, 05:09:27;723,727;722,769;724,476;
18568;18.06.25, 05:09:28;723,048;720,978;724,455;
18569;18.06.25, 05:09:29;722,135;721,508;723,073;
18570;18.06.25, 05:09:30;722,891;721,704;724,403;
18571;18.06.25, 05:09:31;723,906;723,142;725,168;
18572;18.06.25, 05:09:32;723,790;722,983;724,619;
18573;18.06.25, 05:09:33;723,129;720,510;724,901;
18574;18.06.25, 05:09:34;722,938;721,989;724,291;
18575;18.06.25, 05:09:35;723,264;721,846;724,842;
18576;18.06.25, 05:09:36;723,341;721,600;724,454;
18577;18.06.25, 05:09:37;722,667;721,319;725,052;
18578;18.06.25, 05:09:38;723,110;722,191;724,617;
18579;18.06.25, 05:09:39;722,817;721,816;723,498;
18580;18.06.25, 05:09:40;724,470;723,749;725,898;
18581;18.06.25, 05:09:41;723,311;721,852;724,733;
18582;18.06.25, 05:09:42;722,531;720,361;724,097;
18583;18.06.25, 05:09:43;722,269;721,430;722,927;
18584;18.06.25, 05:09:44;722,850;721,818;724,071;
18585;18.06.25, 05:09:45;738,804;717,103;811,412;
18586;18.06.25, 05:09:46;721,187;718,981;724,560;
18587;18.06.25, 05:09:47;721,110;720,386;721,953;
18588;18.06.25, 05:09:48;721,571;720,522;722,581;
18589;18.06.25, 05:09:49;720,905;720,082;722,992;
18590;18.06.25, 05:09:50;722,107;720,684;723,181;
18591;18.06.25, 05:09:51;721,680;720,482;723,567;
18592;18.06.25, 05:09:52;721,597;721,012;722,105;
18593;18.06.25, 05:09:53;722,056;720,208;723,062;
18594;18.06.25, 05:09:54;721,642;719,612;723,104;
18595;18.06.25, 05:09:55;721,689;720,849;722,245;
18596;18.06.25, 05:09:56;722,545;720,513;724,762;
18597;18.06.25, 05:09:57;723,311;722,626;724,340;
18598;18.06.25, 05:09:58;722,825;721,796;723,908;
18599;18.06.25, 05:09:59;723,056;722,098;724,595;
18600;18.06.25, 05:10:00;724,155;721,015;729,407;
18601;18.06.25, 05:10:01;723,084;722,073;724,027;
18602;18.06.25, 05:10:02;723,414;722,172;725,402;
18603;18.06.25, 05:10:03;723,687;723,086;724,153;
18604;18.06.25, 05:10:04;723,053;722,110;723,591;
18605;18.06.25, 05:10:05;723,677;721,933;725,008;
18606;18.06.25, 05:10:06;723,298;721,810;724,933;
18607;18.06.25, 05:10:07;722,668;720,912;723,870;
18608;18.06.25, 05:10:08;722,852;721,749;724,062;
18609;18.06.25, 05:10:09;722,784;720,874;725,563;
18610;18.06.25, 05:10:10;723,873;721,889;726,982;
18611;18.06.25, 05:10:11;723,415;722,302;724,894;
18612;18.06.25, 05:10:12;722,930;721,707;724,379;
18613;18.06.25, 05:10:13;724,003;722,548;725,534;
18614;18.06.25, 05:10:14;723,172;722,432;724,456;
18615;18.06.25, 05:10:15;723,115;721,821;724,917;
18616;18.06.25, 05:10:16;723,597;721,203;725,255;
18617;18.06.25, 05:10:17;722,998;722,071;724,549;
18618;18.06.25, 05:10:18;723,262;721,862;724,258;
18619;18.06.25, 05:10:19;722,554;721,920;723,529;
18620;18.06.25, 05:10:20;723,157;721,875;725,115;
18621;18.06.25, 05:10:21;723,923;723,031;724,436;
18622;18.06.25, 05:10:22;722,993;721,497;724,897;
18623;18.06.25, 05:10:23;723,069;722,047;723,692;
18624;18.06.25, 05:10:24;722,549;722,054;722,949;
18625;18.06.25, 05:10:25;722,619;721,477;724,719;
18626;18.06.25, 05:10:26;722,860;721,807;723,706;
18627;18.06.25, 05:10:27;723,086;722,215;724,372;
18628;18.06.25, 05:10:28;723,054;722,223;724,235;
18629;18.06.25, 05:10:29;722,936;721,348;724,207;
18630;18.06.25, 05:10:30;723,103;721,718;724,488;
18631;18.06.25, 05:10:31;723,183;721,433;724,214;
18632;18.06.25, 05:10:32;722,777;721,863;724,204;
18633;18.06.25, 05:10:33;742,194;723,566;781,407;
18634;18.06.25, 05:10:34;722,628;721,538;723,144;
18635;18.06.25, 05:10:35;723,042;721,599;724,838;
18636;18.06.25, 05:10:36;722,064;720,493;723,017;
18637;18.06.25, 05:10:37;722,831;722,138;724,077;
18638;18.06.25, 05:10:38;722,399;722,106;723,192;
18639;18.06.25, 05:10:39;722,549;721,526;723,510;
18640;18.06.25, 05:10:40;722,326;720,846;723,746;
18641;18.06.25, 05:10:41;723,351;722,638;724,613;
18642;18.06.25, 05:10:42;722,186;720,850;723,435;
18643;18.06.25, 05:10:43;722,005;721,074;722,990;
18644;18.06.25, 05:10:44;721,939;720,557;723,394;
18645;18.06.25, 05:10:45;722,277;720,966;723,517;
18646;18.06.25, 05:10:46;722,406;721,156;723,839;
18647;18.06.25, 05:10:47;721,788;720,421;723,172;
18648;18.06.25, 05:10:48;722,091;721,460;723,778;
18649;18.06.25, 05:10:49;720,973;719,231;722,667;
18650;18.06.25, 05:10:50;722,115;720,597;723,442;
18651;18.06.25, 05:10:51;720,864;718,816;722,553;
18652;18.06.25, 05:10:52;721,529;719,546;722,808;
18653;18.06.25, 05:10:53;721,578;720,491;722,351;
18654;18.06.25, 05:10:54;720,909;719,536;721,875;
18655;18.06.25, 05:10:55;721,581;719,988;722,328;
18656;18.06.25, 05:10:56;721,624;720,385;722,887;
18657;18.06.25, 05:10:57;721,898;721,231;722,324;
18658;18.06.25, 05:10:58;721,429;720,370;722,112;
18659;18.06.25, 05:10:59;721,204;719,086;722,366;
18660;18.06.25, 05:11:00;722,599;720,532;728,912;
18661;18.06.25, 05:11:01;723,347;721,350;725,147;
18662;18.06.25, 05:11:02;725,078;723,540;726,190;
18663;18.06.25, 05:11:03;725,254;724,753;726,690;
18664;18.06.25, 05:11:04;724,669;723,406;726,267;
18665;18.06.25, 05:11:05;724,282;723,508;725,335;
18666;18.06.25, 05:11:06;726,095;724,186;728,474;
18667;18.06.25, 05:11:07;726,691;725,319;727,821;
18668;18.06.25, 05:11:08;727,586;726,778;728,255;
18669;18.06.25, 05:11:09;727,869;727,174;728,766;
18670;18.06.25, 05:11:10;727,183;726,947;727,408;
18671;18.06.25, 05:11:11;727,401;725,981;728,529;
18672;18.06.25, 05:11:12;727,475;727,037;727,738;
18673;18.06.25, 05:11:13;727,853;726,946;729,332;
18674;18.06.25, 05:11:14;728,016;727,629;728,496;
18675;18.06.25, 05:11:15;727,339;726,297;727,882;
18676;18.06.25, 05:11:16;727,707;727,009;728,545;
18677;18.06.25, 05:11:17;727,627;727,016;728,810;
18678;18.06.25, 05:11:18;727,284;725,968;729,531;
18679;18.06.25, 05:11:19;727,338;726,398;727,853;
18680;18.06.25, 05:11:20;727,595;726,212;728,932;
18681;18.06.25, 05:11:21;728,086;725,964;729,816;
18682;18.06.25, 05:11:22;727,466;726,516;728,251;
18683;18.06.25, 05:11:23;727,405;726,009;728,885;
18684;18.06.25, 05:11:24;727,950;727,570;728,398;
18685;18.06.25, 05:11:25;735,659;723,061;772,323;
18686;18.06.25, 05:11:26;726,730;724,481;728,234;
18687;18.06.25, 05:11:27;726,650;725,293;728,783;
18688;18.06.25, 05:11:28;726,608;725,474;728,994;
18689;18.06.25, 05:11:29;727,151;725,590;728,404;
18690;18.06.25, 05:11:30;726,820;725,455;728,872;
18691;18.06.25, 05:11:31;727,043;725,354;728,339;
18692;18.06.25, 05:11:32;726,852;724,903;728,915;
18693;18.06.25, 05:11:33;727,019;725,614;728,051;
18694;18.06.25, 05:11:34;726,841;725,649;728,215;
18695;18.06.25, 05:11:35;726,894;726,034;729,381;
18696;18.06.25, 05:11:36;727,220;725,998;729,031;
18697;18.06.25, 05:11:37;728,049;726,504;729,147;
18698;18.06.25, 05:11:38;727,735;726,808;728,942;
18699;18.06.25, 05:11:39;726,483;724,886;729,194;
18700;18.06.25, 05:11:40;726,484;725,811;727,108;
18701;18.06.25, 05:11:41;727,486;726,136;729,368;
18702;18.06.25, 05:11:42;727,216;726,078;728,400;
18703;18.06.25, 05:11:43;726,310;725,402;727,322;
18704;18.06.25, 05:11:44;726,770;724,567;728,526;
18705;18.06.25, 05:11:45;726,337;724,234;728,432;
18706;18.06.25, 05:11:46;727,067;724,796;730,042;
18707;18.06.25, 05:11:47;726,491;725,956;727,702;
18708;18.06.25, 05:11:48;726,636;725,584;727,517;
18709;18.06.25, 05:11:49;726,768;725,737;727,996;
18710;18.06.25, 05:11:50;727,335;726,583;727,859;
18711;18.06.25, 05:11:51;727,374;726,072;729,302;
18712;18.06.25, 05:11:52;726,584;724,605;727,714;
18713;18.06.25, 05:11:53;726,999;725,547;729,397;
18714;18.06.25, 05:11:54;726,630;724,548;729,109;
18715;18.06.25, 05:11:55;726,417;724,659;727,734;
18716;18.06.25, 05:11:56;727,031;725,401;728,445;
18717;18.06.25, 05:11:57;736,714;694,238;809,663;
18718;18.06.25, 05:11:58;725,466;724,440;726,615;
18719;18.06.25, 05:11:59;725,696;724,309;727,042;
18720;18.06.25, 05:12:00;727,204;724,261;733,919;
18721;18.06.25, 05:12:01;727,279;726,092;729,651;
18722;18.06.25, 05:12:02;727,292;725,510;728,493;
18723;18.06.25, 05:12:03;727,226;726,000;728,981;
18724;18.06.25, 05:12:04;726,980;725,317;729,544;
18725;18.06.25, 05:12:05;727,718;724,741;729,857;
18726;18.06.25, 05:12:06;726,968;725,298;729,590;
18727;18.06.25, 05:12:07;726,786;724,386;728,390;
18728;18.06.25, 05:12:08;726,218;724,501;727,549;
18729;18.06.25, 05:12:09;727,854;726,278;729,435;
18730;18.06.25, 05:12:10;726,670;724,802;728,100;
18731;18.06.25, 05:12:11;726,123;724,816;727,472;
18732;18.06.25, 05:12:12;725,998;724,322;727,731;
18733;18.06.25, 05:12:13;726,040;724,261;726,880;
18734;18.06.25, 05:12:14;727,209;725,462;728,979;
18735;18.06.25, 05:12:15;727,178;726,076;728,849;
18736;18.06.25, 05:12:16;725,730;723,658;728,034;
18737;18.06.25, 05:12:17;727,168;724,438;730,136;
18738;18.06.25, 05:12:18;726,400;724,663;728,348;
18739;18.06.25, 05:12:19;726,536;724,190;728,587;
18740;18.06.25, 05:12:20;725,496;723,613;727,609;
18741;18.06.25, 05:12:21;726,396;724,707;728,444;
18742;18.06.25, 05:12:22;727,034;724,609;727,910;
18743;18.06.25, 05:12:23;727,669;726,248;729,914;
18744;18.06.25, 05:12:24;728,299;727,205;729,125;
18745;18.06.25, 05:12:25;729,045;727,343;730,183;
18746;18.06.25, 05:12:26;726,640;725,809;728,082;
18747;18.06.25, 05:12:27;725,245;723,374;727,616;
18748;18.06.25, 05:12:28;725,705;724,416;727,630;
18749;18.06.25, 05:12:29;725,765;722,843;727,455;
18750;18.06.25, 05:12:30;724,826;723,885;726,257;
18751;18.06.25, 05:12:31;726,051;725,322;727,778;
18752;18.06.25, 05:12:32;724,840;722,588;727,162;
18753;18.06.25, 05:12:33;725,060;723,564;726,384;
18754;18.06.25, 05:12:34;725,005;723,925;725,850;
18755;18.06.25, 05:12:35;725,868;725,252;726,582;
18756;18.06.25, 05:12:36;725,457;724,449;727,462;
18757;18.06.25, 05:12:37;724,814;723,296;727,170;
18758;18.06.25, 05:12:38;725,845;724,813;726,926;
18759;18.06.25, 05:12:39;725,406;724,399;726,160;
18760;18.06.25, 05:12:40;725,225;724,515;725,812;
18761;18.06.25, 05:12:41;725,477;723,854;726,645;
18762;18.06.25, 05:12:42;725,252;724,389;726,389;
18763;18.06.25, 05:12:43;724,408;722,513;726,067;
18764;18.06.25, 05:12:44;725,455;723,841;726,634;
18765;18.06.25, 05:12:45;725,328;723,460;726,796;
18766;18.06.25, 05:12:46;725,445;724,350;727,544;
18767;18.06.25, 05:12:47;725,902;725,063;727,102;
18768;18.06.25, 05:12:48;724,775;722,545;725,997;
18769;18.06.25, 05:12:49;725,968;724,998;726,883;
